的	〔白勹丶-·-rqyy〕
躙	〔口-·-khuy〕
躚	〔口覀辶-·-khsp〕
躛	〔丨龰-·-tnhh〕
躝	〔口-·-khui〕
躟	〔口-·-khye〕
躠	〔亻龰-·-awnh〕
躡	〔口-·-khbb〕
躢	〔口-·-khun〕
躣	〔口-·-khhy〕
躤	〔口日-·-khaj〕
躥	〔口-·-khpn〕
躦	〔口-·-khtm〕
躧	〔口一-·-khgx〕
躨	〔口-·-khut〕
躩	〔口-·-khhc〕
躪	〔口-·-khay〕
躭	〔-·-tmdq〕
躮	〔-·-tmdv〕
躰	〔一-·-tmdg〕
躱	〔-·-tmds〕
躳	〔口-·-tmdk〕
躴	〔-·-tmde〕
躵	〔-·-tmdn〕
躶	〔-·-tmds〕
躷	〔女-·-tmdv〕
躸	〔口-·-tmdk〕
躹	〔米-·-tmdo〕
躻	〔-·-tmda〕
躼	〔-·-tmde〕
躽	〔女-·-tmdv〕
躾	〔大-·-tmdd〕
躿	〔-·-tmdi〕
軀	〔口-·-tmdk〕
軁	〔女-·-tmdv〕
軂	〔力-·-tmdl〕
軃	〔-·-tmdf〕
軄	〔日-·-tmdj〕
軅	〔-·-tmdy〕
軆	〔-·-tmdu〕
軇	〔寸-·-tmdf〕
軈	〔-·-tmdn〕
軉	〔-·-tmdm〕
車	〔一丨丨-·-lghh〕
軋	〔-·-lnn〕
軌	〔-·-lvn〕
軍	〔-·-plj〕
軏	〔一-·-lgqn〕
軐	〔-·-lnfh〕
軑	〔大-·-ldy〕
軒	〔-·-lfh〕
軓	〔丶-·-lmyy〕
軔	〔丶-·-lvyy〕
軕	〔山-·-lmh〕
軖	〔王-·-lgg〕
軗	〔-·-lmcy〕
軘	〔一-·-lgbn〕
軙	〔-·-lhcy〕
軚	〔大丶-·-ldyy〕
軛	〔-·-ldbn〕
軜	〔冂人-·-lmwy〕
軝	〔-·-lqan〕
軞	〔-·-ltfn〕
軟	〔人-·-lqwy〕
軠	〔-·-ltfg〕
軡	〔人丶-·-lwyn〕
転	〔厶-·-lfcy〕
軣	〔-·-liu〕
軤	〔-·-ltuh〕
軥	〔勹口-·-lqkg〕
軦	〔口-·-lkqn〕
軧	〔丶-·-lqay〕
軨	〔人丶-·-lwyc〕
軩	〔厶口-·-lckg〕
軪	〔力-·-lxln〕
軫	〔人-·-lwet〕
軬	〔厶大-·-cdlj〕
軭	〔王-·-lagg〕
軮	〔大-·-lmdy〕
軯	〔一丨-·-lguh〕
軰	〔-·-uxlj〕
軱	〔-·-lrcy〕
軲	〔-·-ldg〕
軳	〔勹-·-lqnn〕
軴	〔丶王-·-lygg〕
軵	〔亻寸-·-lwfy〕
軶	〔丶-·-lynn〕
軷	〔-·-ldcy〕
軸	〔-·-lmg〕
軹	〔口-·-lkwy〕
軺	〔口-·-lvkg〕
軻	〔口-·-lskg〕
軼	〔人-·-lrwy〕
軽	〔土-·-lcfg〕
軾	〔-·-laag〕
軿	〔-·-luah〕
輀	〔冂-·-ldmj〕
輁	〔-·-lawy〕
輂	〔-·-awlj〕
較	〔-·-luqy〕
輄	〔-·-liqn〕
輅	〔口-·-ltkg〕
輆	〔人-·-lynw〕
輇	〔人王-·-lwgg〕
輈	〔-·-ltey〕
載	〔-·-falk〕
輊	〔一厶土-·-lgcf〕
輋	〔山大-·-mdlj〕
輌	〔一冂山-·-lgmm〕
輍	〔人口-·-lwwk〕
輎	〔⺝-·-lieg〕
輏	〔一-·-lsgg〕
輐	〔-·-lpfq〕
輑	〔口-·-lvtk〕
輒	〔-·-lbnn〕
輓	〔口-·-lqkq〕
輔	〔一⺝丶-·-lgey〕
輕	〔一-·-lgva〕
輖	〔土口-·-lmfk〕
輗	〔-·-lvqn〕
輘	〔土-·-lfwt〕
輙	〔-·-lbcy〕
輚	〔-·-laat〕
輛	〔一冂-·-lgmy〕
輜	〔-·-lvlg〕
輝	〔-·-iqpl〕
輞	〔冂-·-lmun〕
輟	〔-·-lccc〕
輠	〔日-·-ljsy〕
輡	〔-·-lqvg〕
輢	〔大口-·-ldsk〕
輣	〔-·-leeg〕
輤	〔⺝-·-lgeg〕
輥	〔日-·-ljxx〕
輦	〔人-·-fwfl〕
輧	〔-·-ltff〕
輨	〔-·-lpnn〕
輩	〔-·-djdl〕
輪	〔人一-·-lwga〕
輫	〔-·-ldjd〕
輬	〔-·-lyiy〕
輭	〔冂大-·-ldmd〕
輮	〔-·-lcbs〕
輯	〔口-·-lkbg〕
輰	〔日一-·-ljgr〕
輱	〔一-·-ldgt〕
輲	〔山-·-lmdj〕
輳	〔人大-·-ldwd〕
輴	〔-·-lrfh〕
輵	〔日勹-·-ljqn〕
輶	〔一-·-lusg〕
輷	〔勹-·-lqyg〕
輸	〔人一刂-·-lwgj〕
輹	〔日-·-ltjt〕
輺	〔一-·-lgvl〕
輻	〔一口-·-lgkl〕
輼	〔日-·-ljlg〕
輽	〔厶大-·-lcdl〕
輾	〔-·-lnae〕
輿	〔-·-wflw〕
轀	〔囗人-·-llwl〕
轁	〔-·-levg〕
轂	〔一-·-fpgc〕
轃	〔人禾-·-ldwt〕
轄	〔口-·-lpdk〕
轅	〔土口-·-lfke〕
轆	〔-·-lynx〕
轇	〔人-·-lnwe〕
轈	〔日-·-lvjs〕
轉	〔一日寸-·-lgjf〕
轊	〔丨-·-ldhv〕
轋	〔辶-·-llpy〕
轌	〔-·-lfvg〕
轍	〔厶-·-lyct〕
轎	〔大口-·-ltdk〕
轏	〔-·-lnbb〕
轐	〔一-·-logy〕
轑	〔大-·-ldui〕
轒	〔-·-lfam〕
轓	〔米-·-ltol〕
轔	〔米丨-·-loqh〕
轕	〔日-·-lajn〕
轖	〔土人口-·-lfwk〕
轗	〔一-·-ldgn〕
轘	〔一-·-llge〕
轙	〔王-·-lugt〕
轚	〔-·-lbml〕
轛	〔一寸-·-logf〕
轜	〔-·-lfdj〕
轝	〔一-·-wfgl〕
轞	〔丨-·-lahl〕
轟	〔-·-lllj〕
轠	〔-·-llll〕
轡	〔口-·-xlxk〕
轢	〔白-·-lxrs〕
轣	〔禾-·-ldth〕
轤	〔-·-lhal〕
轥	〔-·-lauy〕
轪	〔大-·-ldy〕
辀	〔-·-ltey〕
辌	〔-·-lyiy〕
辒	〔日-·-ljlg〕
辝	〔厶口-·-ckuh〕
辠	〔-·-thuj〕
辡	〔-·-uuh〕
辢	〔一口-·-gkiu〕
辤	〔-·-epcu〕
辥	〔亻-·-btwu〕
辦	〔力-·-uluh〕
辧	〔-·-uvuh〕
辪	〔亻-·-hwnu〕
辬	〔文-·-uyuh〕
辭	〔冂-·-ecmu〕
辮	〔-·-uxiu〕
辯	〔-·-uyuh〕
農	〔-·-made〕
辳	〔-·-ssde〕
辴	〔口口日-·-kkje〕
辵	〔龰-·-ehu〕
辷	〔一辶-·-gpd〕
辸	〔辶-·-epv〕
辺	〔辶-·-vpv〕
辻	〔辶-·-fpk〕
込	〔辶-·-typi〕
辿	〔山辶-·-mpk〕
迀	〔辶-·-fpk〕
迃	〔辶-·-fnpv〕
迆	〔也辶-·-bpv〕
迉	〔辶-·-npe〕
迊	〔一冂丨辶-·-gmhp〕
迋	〔王辶-·-gpd〕
迌	〔辶-·-epd〕
迍	〔一辶-·-gbnp〕
迏	〔大丶辶-·-dypi〕
迒	〔辶-·-ympv〕
迖	〔辶-·-dpi〕
迗	〔一大辶-·-gdpi〕
迚	〔口丨辶-·-khpk〕
迠	〔口辶-·-hkpd〕
迡	〔辶-·-nxpv〕
迣	〔辶-·-anpv〕
迧	〔日丨辶-·-jhpk〕
迬	〔丶王辶-·-ygpd〕
迯	〔辶-·-qhpi〕
迱	〔辶-·-pxpv〕
迲	〔土厶辶-·-fcpi〕
迴	〔囗口辶-·-lkpd〕
迵	〔冂一口辶-·-mgkp〕
迶	〔𠂇⺝辶-·-depd〕
迺	〔辶-·-spd〕
迻	〔辶-·-qqpi〕
迼	〔口辶-·-fkpd〕
迾	〔一刂辶-·-gqjp〕
迿	〔勹日辶-·-qjpd〕
逇	〔土也辶-·-fbpv〕
逈	〔冂口辶-·-tmkp〕
逌	〔囗辶-·-hlnp〕
逎	〔一辶-·-sgpd〕
逓	〔冂辶-·-rfmp〕
逕	〔一辶-·-gvap〕
逘	〔厶大辶-·-ctdp〕
這	〔辶-·-ypd〕
逜	〔五口辶-·-gkpd〕
連	〔辶-·-lpk〕
逤	〔辶-·-iitp〕
逥	〔冂辶-·-mjdp〕
逧	〔人口辶-·-wwkp〕
逨	〔人人辶-·-swwp〕
逩	〔大辶-·-dfap〕
逪	〔日辶-·-ajpd〕
逫	〔辶-·-cccp〕
逬	〔辶-·-tftp〕
逰	〔辶-·-rtbp〕
週	〔土口辶-·-mfkp〕
進	〔亻辶-·-wypd〕
逳	〔厶⺝辶-·-ycep〕
逴	〔辶-·-hjpk〕
逷	〔日勹辶-·-jqrp〕
逹	〔土辶-·-fufp〕
逺	〔土辶-·-fnep〕
逽	〔𠂇口辶-·-adkp〕
逿	〔日一勹辶-·-jgqp〕
遀	〔𠂇⺝辶-·-daep〕
遃	〔辶-·-utep〕
遅	〔辶-·-nudp〕
遆	〔冂辶-·-upmp〕
遈	〔日一龰辶-·-jghp〕
遉	〔辶-·-hmpi〕
遊	〔辶-·-ytbp〕
運	〔辶-·-plpk〕
遌	〔口口辶-·-kkfp〕
過	〔冂辶-·-mnmp〕
達	〔土辶-·-fudp〕
違	〔丨口辶-·-nhkp〕
遖	〔冂辶-·-fmup〕
遙	〔山辶-·-qrmp〕
遚	〔丨辶-·-vhcp〕
遜	〔辶-·-btxp〕
遝	〔辶-·-lipi〕
遞	〔辶-·-rhap〕
遟	〔辶-·-nupk〕
遠	〔土口辶-·-fkep〕
遡	〔辶-·-ubtp〕
遤	〔辶-·-cpi〕
遦	〔辶-·-xfmp〕
遧	〔辶-·-ujpk〕
適	〔冂辶-·-umdp〕
遪	〔厶厶厶辶-·-cccp〕
遫	〔一口辶-·-gkip〕
遬	〔一口辶-·-gkip〕
遯	〔辶-·-eepi〕
遰	〔辶-·-aqpp〕
遱	〔口一口辶-·-kgkp〕
遲	〔辶-·-nirp〕
遳	〔人人辶-·-awwp〕
遶	〔土土土辶-·-fffp〕
遷	〔覀大辶-·-sdnp〕
選	〔辶-·-nnap〕
遹	〔辶-·-cbtp〕
遺	〔口丨一辶-·-khgp〕
遻	〔口口辶-·-kkup〕
遼	〔大日辶-·-dujp〕
遾	〔人辶-·-tawp〕
邁	〔日冂辶-·-ajmp〕
還	〔一口辶-·-lgkp〕
邅	〔囗口辶-·-ylkp〕
邆	〔一口辶-·-wgkp〕
邇	〔一冂辶-·-gwmp〕
邉	〔辶-·-thpp〕
邊	〔辶-·-thpp〕
邌	〔禾勹辶-·-tqtp〕
邍	〔辶-·-tlvp〕
邎	〔辶-·-qytp〕
邏	〔亻辶-·-lxwp〕
邐	〔一冂丶辶-·-gmyp〕
邒	〔-·-sbh〕
邔	〔-·-nbh〕
邖	〔山-·-mbh〕
邘	〔一-·-gfbh〕
邚	〔女-·-vbh〕
邜	〔-·-qbh〕
邞	〔人-·-fwbh〕
邟	〔-·-ymbh〕
邠	〔-·-wvbh〕
邤	〔-·-rbh〕
邥	〔-·-pqbh〕
邧	〔-·-fqbh〕
邨	〔一𠄌-·-gbnb〕
邩	〔-·-obh〕
邫	〔口-·-dtkc〕
邭	〔勹口-·-qkbh〕
邲	〔-·-ntbh〕
邷	〔一𠄌丶-·-gnyb〕
邼	〔王-·-agbh〕
邽	〔土土-·-ffbh〕
邿	〔土寸-·-ffbh〕
郀	〔大-·-dfnb〕
郂	〔-·-yntb〕
郃	〔人一口-·-wgkb〕
郆	〔口-·-fkbh〕
郈	〔一口-·-rgkb〕
郉	〔-·-ftfb〕
郋	〔-·-thbh〕
郌	〔土土口-·-ffkc〕
郍	〔-·-tebh〕
郒	〔丶-·-yvcc〕
郔	〔-·-thpb〕
郕	〔-·-dnnb〕
郖	〔一口-·-gkub〕
郘	〔口口-·-kkbh〕
郙	〔一⺝丨-·-gehb〕
郚	〔五口-·-gkbh〕
郞	〔丶-·-yveb〕
郟	〔大人人-·-dwwb〕
郠	〔一日-·-gjqb〕
郣	〔-·-fpbb〕
郤	〔人口-·-wwkb〕
郥	〔-·-mbh〕
郩	〔𠂇⺝-·-qdeb〕
郪	〔一丨-·-gvhb〕
郬	〔⺝-·-gebh〕
郮	〔土口-·-mfkb〕
郰	〔-·-bcbh〕
郱	〔-·-uabh〕
郲	〔人人-·-swwb〕
郳	〔-·-vqbh〕
郵	〔一-·-tgab〕
郶	〔口口-·-ukkc〕
郷	〔-·-xtvb〕
郹	〔-·-hdbh〕
郺	〔-·-qqvc〕
郻	〔-·-hnvb〕
郼	〔丨口-·-nhkb〕
郿	〔-·-nhbh〕
鄀	〔𠂇口-·-adkb〕
鄁	〔⺝-·-uxeb〕
鄃	〔人一⺝-·-wgeb〕
鄅	〔口冂-·-tkmb〕
鄆	〔-·-plbh〕
鄇	〔亻-·-wntb〕
鄈	〔一大-·-wgdb〕
鄉	〔丶-·-xtyb〕
鄊	〔-·-xtbb〕
鄋	〔丨-·-vhcb〕
鄌	〔丨-·-yvhb〕
鄍	〔日-·-pjub〕
鄎	〔-·-thnb〕
鄏	〔-·-dfeb〕
鄐	〔-·-yxlb〕
鄑	〔一一-·-gogb〕
鄒	〔勹-·-qbtb〕
鄓	〔-·-thdb〕
鄔	〔亻一-·-wngb〕
鄕	〔白-·-xtrb〕
鄖	〔口-·-kmbh〕
鄗	〔冂口-·-ymkb〕
鄘	〔⺝-·-yveb〕
鄚	〔日大-·-ajdb〕
鄛	〔日-·-vjsb〕
鄜	〔-·-ynjb〕
鄝	〔人-·-nweb〕
鄟	〔一日丨-·-gjhb〕
鄠	〔-·-ffnb〕
鄡	〔亻一-·-wvgb〕
鄤	〔日-·-jlcb〕
鄥	〔亻一-·-wvgb〕
鄦	〔一-·-rlgb〕
鄧	〔一口-·-wgkb〕
鄨	〔冂-·-umic〕
鄩	〔口-·-vakb〕
鄪	〔-·-xjmb〕
鄫	〔日-·-uljb〕
鄬	〔-·-etnb〕
鄭	〔一-·-usgb〕
鄮	〔丶-·-qyvb〕
鄰	〔米-·-oqab〕
鄲	〔口口日-·-kkjb〕
鄳	〔一一-·-mggb〕
鄴	〔一-·-ogub〕
鄵	〔口口口-·-kkkb〕
鄶	〔人一-·-wglb〕
鄷	〔一-·-magb〕
鄸	〔-·-alpb〕
鄺	〔-·-yamb〕
鄻	〔人-·-fwfb〕
鄼	〔人-·-fwfb〕
鄽	〔日土-·-yjfb〕
鄾	〔-·-depb〕
鄿	〔口口-·-akkb〕
酀	〔口-·-aukb〕
酁	〔口-·-qkxb〕
酂	〔土-·-tfqb〕
酄	〔口口-·-akkb〕
酅	〔山亻-·-mwyb〕
酇	〔土-·-tfqb〕
酈	〔一冂丶-·-gmyb〕
酑	〔一一-·-sggf〕
酓	〔人丶一-·-wyng〕
酔	〔一-·-sgvf〕
酕	〔一-·-sgtn〕
酖	〔一-·-sgpq〕
酘	〔一-·-sgmc〕
酙	〔一-·-sguf〕
酛	〔一-·-sgfq〕
酜	〔一人-·-sgfw〕
酟	〔一口-·-sghk〕
酠	〔一口-·-sgsk〕
酦	〔一丶-·-sgny〕
酧	〔一寸-·-sgpf〕
酨	〔一-·-fasg〕
酫	〔一人王-·-sgwg〕
酭	〔一𠂇⺝-·-sgde〕
酳	〔一⺝-·-sgxe〕
酺	〔一一丶-·-sggy〕
酻	〔一-·-sgeb〕
酼	〔一-·-sgyq〕
醀	〔一亻-·-sgwy〕
醁	〔一-·-sgvi〕
醂	〔一-·-sgss〕
醃	〔一大-·-sgdn〕
醄	〔一勹山-·-sgqm〕
醆	〔一-·-sgaa〕
醈	〔一-·-sgoo〕
醊	〔一-·-sgcc〕
醎	〔一-·-sgdt〕
醏	〔一土日-·-sgfj〕
醓	〔一-·-sgpl〕
醔	〔禾一-·-tosg〕
醕	〔一日-·-sgyj〕
醖	〔一日-·-sgjl〕
醗	〔一-·-sgwq〕
醘	〔一土-·-sgfl〕
醙	〔一-·-sgvc〕
醜	〔一白厶-·-sgrc〕
醝	〔一-·-sgua〕
醞	〔一囗-·-sgll〕
醟	〔一-·-oopg〕
醠	〔一-·-sgml〕
醡	〔一-·-sgpf〕
醤	〔寸一-·-uefg〕
醥	〔一覀-·-sgsi〕
醦	〔一厶-·-sgce〕
醧	〔一口-·-sgak〕
醨	〔一文厶-·-sgyc〕
醩	〔一一日-·-sggj〕
醫	〔大一-·-atdg〕
醬	〔丨一-·-nhdg〕
醰	〔一覀-·-sgsj〕
醱	〔一-·-sgwc〕
醲	〔一-·-sgme〕
醳	〔一-·-sglf〕
醶	〔一人人-·-sgww〕
醷	〔一-·-sgun〕
醸	〔一-·-sgue〕
醹	〔一-·-sgfj〕
醻	〔一寸-·-sgff〕
醼	〔一-·-sgao〕
醽	〔一口-·-sgfk〕
醾	〔一米-·-sgyo〕
醿	〔一-·-sgyi〕
釀	〔一-·-sgye〕
釁	〔-·-wfmv〕
釂	〔一寸-·-sgef〕
釃	〔一一-·-sggx〕
釄	〔一-·-sgyd〕
釅	〔一口-·-sgkt〕
釆	〔米-·-toi〕
釈	〔米-·-tony〕
釋	〔米-·-tolf〕
釐	〔土-·-fitf〕
釒	〔丶-·-qtyg〕
釓	〔-·-qnn〕
釔	〔-·-qnn〕
釕	〔-·-qbh〕
釖	〔-·-qvn〕
釗	〔刂-·-qjh〕
釘	〔-·-qsh〕
釙	〔-·-qhy〕
釚	〔-·-qvn〕
釛	〔力-·-qln〕
針	〔-·-qfh〕
釞	〔-·-qtyy〕
釟	〔-·-qwy〕
釠	〔-·-qmn〕
釡	〔-·-wqf〕
釢	〔-·-qen〕
釣	〔勹丶-·-qqyy〕
釤	〔-·-qet〕
釥	〔-·-qiy〕
釦	〔口-·-qkg〕
釧	〔-·-qkh〕
釨	〔-·-qbg〕
釩	〔丶-·-qmyy〕
釪	〔一-·-qgfh〕
釫	〔-·-qfnn〕
釬	〔-·-qfh〕
釭	〔-·-qag〕
釮	〔-·-qftt〕
釯	〔-·-qynn〕
釰	〔丶-·-qvyy〕
釱	〔大-·-qdy〕
釲	〔-·-qnn〕
釳	〔-·-qtnn〕
釴	〔-·-qay〕
釵	〔丶-·-qcyy〕
釶	〔也-·-qbn〕
釷	〔土-·-qfg〕
釸	〔-·-qqy〕
釹	〔女-·-qvg〕
釺	〔-·-qtfh〕
釻	〔丶-·-qvyy〕
釼	〔-·-qvyy〕
釽	〔丨-·-qrhy〕
釾	〔-·-qaht〕
釿	〔-·-qrh〕
鈀	〔-·-qcn〕
鈁	〔-·-qyn〕
鈂	〔-·-qpqn〕
鈃	〔一-·-qgah〕
鈄	〔-·-qufh〕
鈅	〔-·-qeg〕
鈆	〔厶-·-qwcy〕
鈇	〔人-·-qfwy〕
鈈	〔一-·-qgiy〕
鈉	〔冂人-·-qmwy〕
鈊	〔-·-qny〕
鈋	〔亻-·-qwxn〕
鈌	〔人-·-qnwy〕
鈍	〔一-·-qgbn〕
鈎	〔勹厶-·-qqcy〕
